"Id"	"Ethnicity"	"Gender"	"Age"	"Occupation"	"Education"	"L1"	"File"	"Speaker"	"Words"	"Words"	"Date"	"Topic"	"ExtractMinutes"	"Minutes"	"Type"
414	"PAKEHA"	"Man"	"35-39"	"METEOROLOGIST"	"MSC"	"ENGLISH"	"MSW011"	"OD"	249	249	"24/5/91 "	"ALL DISTRICTS WEATHER"	2	2	"BroadcastWeather"
414	"PAKEHA"	"Man"	"35-39"	"METEOROLOGIST"	"MSC"	"ENGLISH"	"MSW012"	"OD"	386	386	"31/5/91 "	"ALL DISTRICTS WEATHER"	3	3	"BroadcastWeather"
415	"PAKEHA"	"Man"	"40-44"	"SPORTS BROADCASTER"	"DIP JOURNALISM/TTC"	"ENGLISH"	"MUC002"	"GG"	285	3147	"9/9/91 "	"RUGBY-KIRWAN/SMITH ET AL"	35	16	"SportsCommentary"
415	"PAKEHA"	"Man"	"40-44"	"SPORTS BROADCASTER"	"DIP JOURNALISM/TTC"	"ENGLISH"	"MSN119"	"GM"	507	511	"3/5/91 "	"SPORTS NEWS"	5	3	"BroadcastNews"
416	"PAKEHA"	"Man"	"45-49"	"METEOROLOGIST"	"BSC"	"ENGLISH"	"MSW013"	"BL"	390	390	"4/6/91 "	"ALL DISTRICTS WEATHER"	3	3	"BroadcastWeather"
418	"PAKEHA"	"Woman"	"40-44"	"NURSING TUTOR"	"SC"	"ENGLISH"	"DPH013"	"IR"	367	2224	"1/5/92 "	""	30	12	"OralHistoryInterview"
418	"PAKEHA"	"Woman"	"40-44"	"NURSING TUTOR"	"SC"	"ENGLISH"	"DPH018"	"IT"	783	2416	"2/5/92 "	""	25	15	"OralHistoryInterview"
419	"PAKEHA"	"Man"	"20-24"	"STUDENT"	"NAT CERT BUS STUDIES"	"ENGLISH"	"DPH014"	"IM"	342	2207	"12/3/92 "	""	60	15	"OralHistoryInterview"
420	"MAORI"	"Woman"	"40-44"	"POLICY MANAGER"	"MA MBA"	"ENGLISH"	"DPC334"	"QT"	1362	2907	"10/9/94 "	"FRIENDS TALK"	60	19	"Conversation"
421	"PAKEHA"	"Woman"	"35-39"	"NEWSREADER"	"BURSARY + UNI PAPERS"	"ENGLISH"	"MSN141"	"VM"	849	849	"12/5/92 "	"12 NOON NEWS"	6	6	"BroadcastNews"
421	"PAKEHA"	"Woman"	"35-39"	"NEWSREADER"	"BURSARY + UNI PAPERS"	"ENGLISH"	"MSN039"	"VM"	561	602	"5/5/91 "	"RADIO NEW ZEALAND NEWS"	4	4	"BroadcastNews"
422	"PAKEHA"	"Woman"	"16-19"	"STUDENT"	"BURSARY + UNI PAPERS"	"ENGLISH"	"DPC059"	"AC"	1633	2126	"2/11/92 "	"FREE CONVERSATION"	32	10	"Conversation"
422	"PAKEHA"	"Woman"	"16-19"	"STUDENT"	"BURSARY + UNI PAPERS"	"ENGLISH"	"DPC180"	"VV"	1439	2011	"24/5/93 "	"GENERAL CONVERSATION/FRIENDS"	30	13	"Conversation"
423	"PAKEHA"	"Woman"	"40-44"	"FREELANCE WRITER"	"BA"	"ENGLISH"	"DPC059"	"BS"	493	2126	"2/11/92 "	"FREE CONVERSATION"	32	10	"Conversation"
423	"PAKEHA"	"Woman"	"40-44"	"FREELANCE WRITER"	"BA"	"ENGLISH"	"DPC180"	"MK"	572	2011	"24/5/93 "	"GENERAL CONVERSATION/FRIENDS"	30	13	"Conversation"
426	"PAKEHA"	"Woman"	"35-39"	"LANGUAGE TEACHER"	"BA/POSTGRAD DIP"	"ENGLISH"	"DPC040"	"SQ"	153	2046	"13/7/91 "	"FRIENDS TALKING"	16	9	"Conversation"
427	"PAKEHA"	"Woman"	"40-44"	"DEPUTY HEAD SCHOOL HEALTH SCIENCE"	"BA (HONS)"	"ENGLISH"	"DPC079"	"BD"	877	2036	"6/6/92 "	"CONV -GORDON HEWITT & PAM HYDE"	30	10	"Conversation"
428	"PAKEHA"	"Man"	"50-54"	"HEAD OF POLYTECHNIC SCHOOL"	"PHD"	"ENGLISH"	"DPC079"	"AC"	1159	2036	"6/6/92 "	"CONV -GORDON HEWITT & PAM HYDE"	30	10	"Conversation"
429	"PAKEHA"	"Woman"	"35-39"	"SENIOR LECTURER"	"PHD"	"ENGLISH"	"MUL030"	"WR"	2168	2168	"16/3/92 "	"HOW TO GIVE TUTORIALS"	60	19	"Lecture"
434	"MAORI"	"Man"	"45-49"	"WELDER"	"ENGLISH"	""	"DPC112"	"BF"	973	2014	"11/9/92 "	"GENERAL CONVERSATION"	36	18	"Conversation"
435	"MAORI"	"Woman"	"45-49"	"PRIMARY TEACHER"	"PRIMARY TTC"	"ENGLISH"	"DPC112"	"DH"	62	2014	"11/9/92 "	"GENERAL CONVERSATION"	36	18	"Conversation"
436	"PAKEHA"	"Woman"	"35-39"	"LECTURER MAORI"	"MA"	"ENGLISH"	"DGI106"	"IG"	348	2402	"28/7/92 "	"KURA KAUPAPA MAORI"	25	16	"BroadcastInterview"
437	"MAORI"	"Man"	"40-44"	"MANAGER PLANNING & DEVT"	"BA/DIP TESL"	"ENGLISH"	"DGI106"	"MH"	2054	2402	"28/7/92 "	"KURA KAUPAPA MAORI"	25	16	"BroadcastInterview"
437	"MAORI"	"Man"	"40-44"	"MANAGER PLANNING & DEVT"	"BA/DIP TESL"	"ENGLISH"	"DPF072"	"MM"	493	1309	"15/5/93 "	"SYLLABUS DESIGN"	6	6	"TelephoneConversation"
447	"PAKEHA"	"Woman"	"60-64"	"LICENSED RESTAURANT OWNER"	"NONE"	"ENGLISH"	"DGI175"	"CC"	129	2309	"8/12/90 "	"SPECTRUM - LIGHTHOUSE KEEPERS"	28	10	"BroadcastInterview"
447	"PAKEHA"	"Woman"	"60-64"	"LICENSED RESTAURANT OWNER"	"NONE"	"ENGLISH"	"DGI001"	"CC"	102	2240	"8/12/90 "	"SPECTRUM - LIGHTHOUSE KEEPERS"	28	10	"BroadcastInterview"
448	"PAKEHA"	"Man"	"65-69"	"LICENSED RESTAURANT OWNER"	"JUST EXPERIENCE!"	"ENGLISH"	"DGI175"	"BB"	2117	2309	"8/12/90 "	"SPECTRUM - LIGHTHOUSE KEEPERS"	28	10	"BroadcastInterview"
448	"PAKEHA"	"Man"	"65-69"	"LICENSED RESTAURANT OWNER"	"JUST EXPERIENCE!"	"ENGLISH"	"DGI001"	"BB"	2112	2240	"8/12/90 "	"SPECTRUM - LIGHTHOUSE KEEPERS"	28	10	"BroadcastInterview"
450	"PAKEHA"	"Man"	"16-19"	"SCHOOL STUDENT"	"SFC"	"ENGLISH"	"DPF010"	"SI"	411	752	"12/9/92 "	"TELEPHONE SATURDAY'S ACTIVIT"	4	4	"TelephoneConversation"
450	"PAKEHA"	"Man"	"16-19"	"SCHOOL STUDENT"	"SFC"	"ENGLISH"	"DPF006"	"ST"	460	819	"17/10/92 "	"TELEPHONE SATURDAY'S ACTIVIT"	5	5	"TelephoneConversation"
450	"PAKEHA"	"Man"	"16-19"	"SCHOOL STUDENT"	"SFC"	"ENGLISH"	"DPF007"	"SD"	980	1706	"30/11/92 "	"TELEPHONE SATURDAY'S ACTIVIT"	15	10	"TelephoneConversation"
450	"PAKEHA"	"Man"	"16-19"	"SCHOOL STUDENT"	"SFC"	"ENGLISH"	"DPF005"	"SI"	867	1924	"3/10/92 "	"TELEPHONE"	16	16	"TelephoneConversation"
450	"PAKEHA"	"Man"	"16-19"	"SCHOOL STUDENT"	"SFC"	"ENGLISH"	"DPF009"	"SM"	326	2118	"9/9/92 "	"TELEPHONE SKIING"	10	9	"TelephoneConversation"
450	"PAKEHA"	"Man"	"16-19"	"SCHOOL STUDENT"	"SFC"	"ENGLISH"	"DPF011"	"SI"	204	505	"13/9/92 "	"TELEPHONE AFTERNOON'S ACTIVI"	3	3	"TelephoneConversation"
450	"PAKEHA"	"Man"	"16-19"	"SCHOOL STUDENT"	"SFC"	"ENGLISH"	"DPF012"	"SI"	684	1480	"19/9/92 "	"TELEPHONE WEEKEND'S ACTIVITI"	9	9	"TelephoneConversation"
452	"CELTIC"	"Man"	"45-49"	"JOURNALIST"	"BSC"	"ENGLISH"	"DGB016"	"HG"	1268	2040	"11/7/91 "	"TALKBACK"	30	13	"RadioTalkback"
453	"PAKEHA"	"Man"	"40-44"	"METEOROLOGIST"	"BSC"	"ENGLISH"	"MSW007"	"SR"	338	338	"6/5/91 "	"ALL DISTRICTS WEATHER 10:15PM"	3	3	"BroadcastWeather"
453	"PAKEHA"	"Man"	"40-44"	"METEOROLOGIST"	"BSC"	"ENGLISH"	"MSW009"	"SR"	328	328	"9/5/91 "	""	3	3	"BroadcastWeather"
453	"PAKEHA"	"Man"	"40-44"	"METEOROLOGIST"	"BSC"	"ENGLISH"	"MSW014"	"SR"	303	303	"8/6/91 "	"ALL DISTRICTS WEATHER"	3	3	"BroadcastWeather"
453	"PAKEHA"	"Man"	"40-44"	"METEOROLOGIST"	"BSC"	"ENGLISH"	"MSW015"	"SR"	370	370	"14/6/91 "	"ALL DISTRICTS WEATHER"	3	3	"BroadcastWeather"
455	"PAKEHA"	"Man"	"40-44"	"TELEVISION NEWSCASTER"	"NONE"	"ENGLISH"	"MSN196"	"TB"	844	844	"8/6/91 "	"NEWS"	16	5	"BroadcastNews"
455	"PAKEHA"	"Man"	"40-44"	"TELEVISION NEWSCASTER"	"NONE"	"ENGLISH"	"MSN198"	"TB"	778	778	"9/6/91 "	"NEWS"	15	5	"BroadcastNews"
505	"OTHER"	"Woman"	"50-54"	"SOLE TRADER"	"SC"	"ENGLISH"	"DPC061"	"BW"	860	2004	"30/7/91 "	"WORK AND GENERAL CONVERSATION"	30	17	"Conversation"
506	"PAKEHA"	"Woman"	"60-64"	"EDITOR"	"BA"	"ENGLISH"	"DPC075"	"SA"	160	2234	"2/1/92 "	"DINNER CONVERSATION"	30	11	"Conversation"
506	"PAKEHA"	"Woman"	"60-64"	"EDITOR"	"BA"	"ENGLISH"	"DPF032"	"AN"	807	2066	"14/2/93 "	"CAMPING TRIP"	20	10	"TelephoneConversation"
507	"PAKEHA"	"Man"	"70-74"	"ORCHARDIST"	"PROFICIENCY"	"ENGLISH"	"DPC075"	"UM"	195	2234	"2/1/92 "	"DINNER CONVERSATION"	30	11	"Conversation"
508	"PAKEHA"	"Man"	"80-84"	"RETIRED"	"MATRICULATION"	"ENGLISH"	"DPC057"	"MK"	1269	2024	"5/9/91 "	"G'PARENTS AND G'CHILDREN TALK"	14	14	"Conversation"
509	"PAKEHA"	"Woman"	"80-84"	"RETIRED"	"BA EDUCATION & PHILOSOPHY"	"ENGLISH"	"DPC057"	"JS"	530	2024	"5/9/91 "	"G'PARENTS AND G'CHILDREN TALK"	14	14	"Conversation"
510	"PAKEHA"	"Woman"	"20-24"	"PUBLIC HEALTH OFFICER"	"BSC"	"ENGLISH"	"DPC049"	"BT"	764	2004	"22/7/91 "	"UNFORGETTABLE EXPERIENCE"	21	11	"Conversation"
511	"PAKEHA"	"Man"	"30-34"	"COMPUTER CONSULTANT"	"HSC"	"ENGLISH"	"DPC049"	"AL"	1240	2004	"22/7/91 "	"UNFORGETTABLE EXPERIENCE"	21	11	"Conversation"
512	"MAORI"	"Woman"	"20-24"	"LECTURER"	"STAGE 2 UNIVERSITY"	"ENGLISH"	"DPC013"	"RN"	645	2071	"7/1/91 "	"CONV. 4 MAORI PEOPLE IN FLAT"	30	14	"Conversation"
512	"MAORI"	"Woman"	"20-24"	"LECTURER"	"STAGE 2 UNIVERSITY"	"ENGLISH"	"DPC331"	"AG"	1160	2671	"22/7/91 "	"FRIENDS TALK"	14	14	"Conversation"
513	"MAORI"	"Man"	"25-29"	"INDUSTRIAL CHEMIST"	"BSC CHEMISTRY"	"ENGLISH"	"DPC013"	"TM"	284	2071	"7/1/91 "	"CONV. 4 MAORI PEOPLE IN FLAT"	30	14	"Conversation"
553	"PAKEHA"	"Man"	"16-19"	""	"BURSARY"	"ENGLISH"	"DPC123"	"VV"	973	2069	"25/7/91 "	"CONVERSATION"	20	10	"Conversation"
554	"PAKEHA"	"Woman"	"20-24"	"STUDENT"	"BURSARY"	"ENGLISH"	"DPC124"	"AR"	1035	2033	"18/7/91 "	"CONVERSATION"	0	14	"Conversation"
554	"PAKEHA"	"Woman"	"20-24"	"STUDENT"	"BURSARY"	"ENGLISH"	"DPC136"	"AT"	781	2031	"18/7/91 "	"SISTERS TALKING"	30	11	"Conversation"
555	"PAKEHA"	"Woman"	"16-19"	"SCHOOL STUDENT"	"SC"	"ENGLISH"	"DPC136"	"BD"	1250	2031	"18/7/91 "	"SISTERS TALKING"	30	11	"Conversation"
556	"PAKEHA"	"Woman"	"20-24"	"SYSTEMS ANALYST"	"BSC"	"ENGLISH"	"DPC124"	"CH"	998	2033	"18/7/91 "	"CONVERSATION"	0	14	"Conversation"
557	"PAKEHA"	"Woman"	"35-39"	"HOME EXECUTIVE"	"SFC"	"ENGLISH"	"DPC125"	"AI"	1295	2161	"20/7/91 "	"CONVERSATION"	30	14	"Conversation"
558	"NZ GREEK"	"Man"	"30-34"	"CHARTERED ACCOUNTANT"	"ACA"	"GREEK"	"DPC125"	"BR"	866	2161	"20/7/91 "	"CONVERSATION"	30	14	"Conversation"
559	"PAKEHA"	"Man"	"35-39"	"SELF EMPLOYED GARDENER"	"BA"	"ENGLISH"	"DPC126"	"MI"	515	1114	"29/7/91 "	"CONVERSATION"	13	13	"Conversation"
560	"MAORI"	"Man"	"25-29"	""	"SFC"	"ENGLISH"	"DPC126"	"TA"	599	1114	"29/7/91 "	"CONVERSATION"	13	13	"Conversation"
564	"PAKEHA"	"Woman"	"35-39"	"INFORMATION MANAGER"	"POST GRAD DEGREE"	"ENGLISH"	"DPC127"	"HL"	627	2124	"23/7/91 "	"CONVERSATION"	30	13	"Conversation"
565	"PAKEHA"	"Woman"	"30-34"	"MOTHER"	"BA"	"ENGLISH"	"DPC127"	"PC"	1497	2124	"23/7/91 "	"CONVERSATION"	30	13	"Conversation"
566	"PAKEHA"	"Woman"	"30-34"	"CLERK"	"HSC/BURSARY"	"ENGLISH"	"DPC128"	"AD"	856	2116	"17/7/91 "	"CONVERSATION"	20	9	"Conversation"
567	"PAKEHA"	"Woman"	"30-34"	""	"BSC HONS"	"ENGLISH"	"DPC128"	"NN"	627	2116	"17/7/91 "	"CONVERSATION"	20	9	"Conversation"
568	"PAKEHA"	"Woman"	"20-24"	"STUDENT"	"SFC"	"ENGLISH"	"DPC128"	"CJ"	633	2116	"17/7/91 "	"CONVERSATION"	20	9	"Conversation"
568	"PAKEHA"	"Woman"	"20-24"	"STUDENT"	"SFC"	"ENGLISH"	"DPF030"	"AC"	1582	2495	"14/2/93 "	"PARTY ORGANIZATION ETC"	30	9	"TelephoneConversation"
568	"PAKEHA"	"Woman"	"20-24"	"STUDENT"	"SFC"	"ENGLISH"	"DPF032"	"CW"	1259	2066	"14/2/93 "	"CAMPING TRIP"	20	10	"TelephoneConversation"
569	"PAKEHA"	"Woman"	"20-24"	"P/T CLERICAL"	"PART OF BA"	"NZ ENGLISH"	"DPC129"	"RG"	375	1005	"24/7/91 "	"CONVERSATION"	5	5	"Conversation"
569	"PAKEHA"	"Woman"	"20-24"	"P/T CLERICAL"	"PART OF BA"	"NZ ENGLISH"	"DPC298"	"AU"	1042	2147	"24/7/93 "	"SKIING"	30	8	"Conversation"
570	"PAKEHA"	"Man"	"20-24"	"KNOWLEDGE ENGINEER"	"BSC"	"ENGLISH"	"DPC129"	"BN"	206	1005	"24/7/91 "	"CONVERSATION"	5	5	"Conversation"
570	"PAKEHA"	"Man"	"20-24"	"KNOWLEDGE ENGINEER"	"BSC"	"ENGLISH"	"DPC298"	"BK"	1105	2147	"24/7/93 "	"SKIING"	30	8	"Conversation"
571	"PAKEHA"	"Woman"	"16-19"	""	"BURSARY"	"ENGLISH"	"DPC129"	"CH"	424	1005	"24/7/91 "	"CONVERSATION"	5	5	"Conversation"
572	"PAKEHA"	"Man"	"45-49"	"LECTURER"	"MA"	"ENGLISH"	"MUL029"	"QR"	2082	2082	"29/4/92 "	"WORD FAMILIES"	50	16	"Lecture"
572	"PAKEHA"	"Man"	"45-49"	"LECTURER"	"MA"	"ENGLISH"	"DPF072"	"PM"	816	1309	"15/5/93 "	"SYLLABUS DESIGN"	6	6	"TelephoneConversation"
574	"PAKEHA"	"Woman"	"50-54"	"LECTURER"	"M PHIL"	"ENGLISH"	"MST051"	"EG"	2390	2390	"4/2/92 "	"THE NZ ACCENT"	25	25	"BroadcastMonologue"
576	"PAKEHA"	"Woman"	"35-39"	"LAWYER"	"LLM"	"ENGLISH"	"DGI071"	"EL"	2108	2311	"17/8/91 "	"PRIVACY ISSUES"	26	15	"BroadcastInterview"
589	"PAKEHA"	"Man"	"40-44"	"HIGH COUNTRY FARMER"	"SC"	"ENGLISH"	"DGI087"	"BB"	1573	2020	"30/6/91 "	"SPECTRUM"	12	11	"BroadcastInterview"
592	"PAKEHA"	"Woman"	"40-44"	"SELF EMPLOYED PUBLISHER"	"ATTENDED POLYTECHNIC"	"ENGLISH"	"DGI096"	"SB"	1867	2248	"10/9/91 "	"DIRECTIONS"	30	13	"BroadcastInterview"
596	"PAKEHA"	"Woman"	"55-59"	"FORMER NURSE/CLERICAL"	"SC"	"ENGLISH"	"DGI079"	"AW"	1507	2322	"3/10/91 "	""	12	12	"BroadcastInterview"
597	"PAKEHA"	"Man"	"60-64"	"JOURNALIST"	"DIP THEOLOGY"	"ENGLISH"	"DGI065"	"IN"	67	2349	"18/8/91 "	"DIRECTIONS"	30	18	"BroadcastInterview"
597	"PAKEHA"	"Man"	"60-64"	"JOURNALIST"	"DIP THEOLOGY"	"ENGLISH"	"DGI096"	"IN"	381	2248	"10/9/91 "	"DIRECTIONS"	30	13	"BroadcastInterview"
597	"PAKEHA"	"Man"	"60-64"	"JOURNALIST"	"DIP THEOLOGY"	"ENGLISH"	"DGI130"	"IN"	268	2585	"19/9/92 "	"\"DIRECTIONS\""	30	14	"BroadcastInterview"
597	"PAKEHA"	"Man"	"60-64"	"JOURNALIST"	"DIP THEOLOGY"	"ENGLISH"	"DGI137"	"IN"	153	2842	"15/7/93 "	"RADIO INTERVIEW \"DIRECTIONS\""	30	22	"BroadcastInterview"
598	"PAKEHA"	"Man"	"65-69"	"RETIRED TEACHER"	"MA"	"ENGLISH"	"DGI065"	"JS"	2282	2349	"18/8/91 "	"DIRECTIONS"	30	18	"BroadcastInterview"
598	"PAKEHA"	"Man"	"65-69"	"RETIRED TEACHER"	"MA"	"ENGLISH"	"DGZ073"	"SM"	1575	1910	"30/9/93 "	"BUDGETARY ADVICE"	21	11	"TransactionsAndMeetings"
599	"PAKEHA"	"Man"	"40-44"	"ENTERTAINER"	"STAGE 1 UNIVERSITY"	"ENGLISH"	"DGI130"	"GM"	2317	2585	"19/9/92 "	"\"DIRECTIONS\""	30	14	"BroadcastInterview"
611	"PAKEHA"	"Woman"	"20-24"	"MOTHER"	"NONE"	"ENGLISH"	"DPF017"	"FR"	1005	1931	"1/8/92 "	"TELEPHONE NEIGHBOURS"	12	10	"TelephoneConversation"
613	"PAKEHA"	"Woman"	"50-54"	"COMMITTEE CLERK LOCAL GOVT"	"SC"	"ENGLISH"	"DPC132"	"MP"	823	2085	"13/8/92 "	"CONVERSATION"	30	12	"Conversation"
613	"PAKEHA"	"Woman"	"50-54"	"COMMITTEE CLERK LOCAL GOVT"	"SC"	"ENGLISH"	"DPF014"	"MS"	955	1370	"1/8/92 "	"TELEPHONE MOTHER AND DAUGHTER"	8	8	"TelephoneConversation"
613	"PAKEHA"	"Woman"	"50-54"	"COMMITTEE CLERK LOCAL GOVT"	"SC"	"ENGLISH"	"DPF015"	"MS"	484	1635	"1/8/92 "	"TELEPHONE EX-SISTERS IN LAW"	7	7	"TelephoneConversation"
614	"PAKEHA"	"Woman"	"50-54"	"MOTEL OWNER/MANAGER"	"UE, COMM TEACH CERT"	"ENGLISH"	"DPC132"	"RA"	837	2085	"13/8/92 "	"CONVERSATION"	30	12	"Conversation"
614	"PAKEHA"	"Woman"	"50-54"	"MOTEL OWNER/MANAGER"	"UE, COMM TEACH CERT"	"ENGLISH"	"DPF015"	"RT"	1151	1635	"1/8/92 "	"TELEPHONE EX-SISTERS IN LAW"	7	7	"TelephoneConversation"
617	"PAKEHA"	"Man"	"35-39"	""	"BMUS"	"ENGLISH"	"DPC132"	"KL"	425	2085	"13/8/92 "	"CONVERSATION"	30	12	"Conversation"
619	"MAORI"	"Man"	"25-29"	"FIREMAN"	"SC, JOB TRAINING"	"ENGLISH"	"DPP003"	"JO"	1804	2977	"5/3/90 "	"SOCIAL DIALECT INTERVIEW"	55	18	"SocialDialectInterview"
620	"MAORI"	"Woman"	"45-49"	"TUTOR"	"SC, CONTINUING EDUC"	"ENGLISH"	"DPC133"	"BO"	1080	2385	"30/10/92 "	"CONVERSATION"	30	15	"Conversation"
621	"PAKEHA"	"Man"	"25-29"	"STUDENT"	"NZCE + UNI"	"ENGLISH (NZ)"	"DPC133"	"AS"	1252	2385	"30/10/92 "	"CONVERSATION"	30	15	"Conversation"
624	"PAKEHA"	"Woman"	"45-49"	""	"3 YRS SECONDARY"	"ENGLISH"	"DPC121"	"AR"	643	2190	"18/3/92 "	"CONVERSATION"	23	11	"Conversation"
625	"PAKEHA"	"Woman"	"50-54"	""	"3 YRS SECONDARY"	"ENGLISH"	"DPC121"	"BT"	1547	2190	"18/3/92 "	"CONVERSATION"	23	11	"Conversation"
630	"PAKEHA"	"Man"	"30-34"	"CLERK"	"BURSARY"	"ENGLISH"	"DPC082"	"BB"	887	2030	"27/3/92 "	"CONVERSATION"	30	13	"Conversation"
631	"PAKEHA"	"Man"	"25-29"	""	"STAGE 2 UNIVERSITY"	"ENGLISH"	"DPC082"	"RT"	1143	2030	"27/3/92 "	"CONVERSATION"	30	13	"Conversation"
632	"PAKEHA"	"Woman"	"70-74"	"RETIRED CLERICAL WORKER"	"MATRICULATION"	"ENGLISH"	"DPC083"	"AN"	500	2114	"20/3/92 "	"CHANGING TIMES/STATE OF NATION"	21	11	"Conversation"
633	"PAKEHA"	"Man"	"40-44"	"SCHOOL PRINCIPAL"	"HIGHER DIP TCHG"	"ENGLISH"	"DPC083"	"BA"	1069	2114	"20/3/92 "	"CHANGING TIMES/STATE OF NATION"	21	11	"Conversation"
634	"PAKEHA"	"Woman"	"80-84"	"RETIRED TEACHER"	"MA DIP ED"	"ENGLISH"	"DPC083"	"CH"	545	2114	"20/3/92 "	"CHANGING TIMES/STATE OF NATION"	21	11	"Conversation"
637	"PAKEHA"	"Woman"	"16-19"	"SCHOOL STUDENT"	""	"ENGLISH"	"DPC089"	"AQ"	1085	2269	"28/3/92 "	"CONVERSATION"	21	13	"Conversation"
638	"PAKEHA"	"Woman"	"45-49"	"PATENT EXAMINER"	"BSC"	"ENGLISH"	"DPC089"	"BG"	1184	2269	"28/3/92 "	"CONVERSATION"	21	13	"Conversation"
639	"PAKEHA"	"Woman"	"16-19"	"SALES ASSISTANT"	"BURSARY"	"ENGLISH"	"DPC090"	"SA"	303	2039	"27/3/92 "	"CONVERSATION"	18	9	"Conversation"
640	"PAKEHA"	"Woman"	"16-19"	"LIBRARY ASSISTANT"	"BURSARY"	"ENGLISH"	"DPC090"	"MR"	627	2039	"27/3/92 "	"CONVERSATION"	18	9	"Conversation"
641	"PAKEHA"	"Man"	"20-24"	""	"BURSARY"	"ENGLISH"	"DPC090"	"LN"	1109	2039	"27/3/92 "	"CONVERSATION"	18	9	"Conversation"
642	"CHINESE"	"Woman"	"20-24"	""	"BURSARY"	"CANTONESE"	"DPC091"	"AL"	165	2108	"15/3/92 "	"CONVERSATION"	24	11	"Conversation"
643	"PAKEHA"	"Woman"	"20-24"	"WAITRESS"	"BURSARY"	"ENGLISH"	"DPC091"	"BJ"	1943	2108	"15/3/92 "	"CONVERSATION"	24	11	"Conversation"
644	"PAKEHA"	"Woman"	"16-19"	""	"BURSARY"	"ENGLISH"	"DPC093"	"JN"	409	2082	"30/3/92 "	"CONVERSATION"	22	10	"Conversation"
645	"PAKEHA"	"Man"	"16-19"	""	"BURSARY"	"ENGLISH"	"DPC093"	"BB"	839	2082	"30/3/92 "	"CONVERSATION"	22	10	"Conversation"
646	"PAKEHA"	"Woman"	"16-19"	""	"BURSARY"	"ENGLISH"	"DPC093"	"SS"	834	2082	"30/3/92 "	"CONVERSATION"	22	10	"Conversation"
647	"PAKEHA"	"Man"	"20-24"	"P/T SHOP ASSISTANT"	"BA"	"ENGLISH"	"DPC096"	"AT"	2189	3268	"1/1/92 "	"CONVERSATION"	20	20	"Conversation"
648	"PAKEHA"	"Woman"	"20-24"	"P/T NURSE AIDE"	"BA"	"ENGLISH"	"DPC096"	"BG"	1079	3268	"1/1/92 "	"CONVERSATION"	20	20	"Conversation"
649	"SRI LANKAN"	"Woman"	"20-24"	"CAFE MANAGER"	"BURSARY"	"SINHALESE"	"DPC097"	"AU"	1198	2040	"1/4/92 "	"GENERAL CONVERSATION"	30	13	"Conversation"
649	"SRI LANKAN"	"Woman"	"20-24"	"CAFE MANAGER"	"BURSARY"	"SINHALESE"	"DPC207"	"AU"	1106	2081	"1/4/92 "	"GENERAL CONVERSATION"	30	11	"Conversation"
650	"JEWISH"	"Man"	"35-39"	""	"UE"	"ENGLISH"	"DPC097"	"BY"	842	2040	"1/4/92 "	"GENERAL CONVERSATION"	30	13	"Conversation"
650	"JEWISH"	"Man"	"35-39"	""	"UE"	"ENGLISH"	"DPC207"	"BY"	975	2081	"1/4/92 "	"GENERAL CONVERSATION"	30	11	"Conversation"
651	"PAKEHA"	"Man"	"16-19"	"FURNITURE MAKER"	"SC / TRADE CERT"	"ENGLISH"	"DPC098"	"AI"	1049	2112	"27/3/92 "	"GENERAL CONVERSATION"	30	16	"Conversation"
652	"PAKEHA"	"Man"	"20-24"	""	"SC"	"ENGLISH"	"DPC098"	"BN"	1063	2112	"27/3/92 "	"GENERAL CONVERSATION"	30	16	"Conversation"
658	"PAKEHA"	"Man"	"16-19"	"SCHOOL STUDENT"	"SFC"	"ENGLISH"	"DPF010"	"DW"	341	752	"12/9/92 "	"TELEPHONE SATURDAY'S ACTIVIT"	4	4	"TelephoneConversation"
658	"PAKEHA"	"Man"	"16-19"	"SCHOOL STUDENT"	"SFC"	"ENGLISH"	"DPC170"	"AL"	770	2034	"10/3/93 "	""	33	13	"Conversation"
659	"PAKEHA"	"Man"	"16-19"	"SCHOOL STUDENT"	"SFC"	"ENGLISH"	"DPF012"	"HJ"	796	1480	"19/9/92 "	"TELEPHONE WEEKEND'S ACTIVITI"	9	9	"TelephoneConversation"
660	"PAKEHA"	"Woman"	"35-39"	"FUNDRAISER/MARKETER"	"MBA"	"ENGLISH"	"DPC039"	"LC"	544	1889	"24/7/91 "	"FRIENDS TALKING: F'S = SISTERS"	19	19	"Conversation"
661	"PAKEHA"	"Woman"	"25-29"	"PRODUCTION ASST IN THEATRE"	"BSC"	"ENGLISH"	"DPC039"	"MG"	897	1889	"24/7/91 "	"FRIENDS TALKING: F'S = SISTERS"	19	19	"Conversation"
662	"PAKEHA"	"Man"	"30-34"	"ACTOR (CASUAL)"	"UE"	"ENGLISH"	"DPC039"	"RW"	448	1889	"24/7/91 "	"FRIENDS TALKING: F'S = SISTERS"	19	19	"Conversation"
663	"MAORI"	"Woman"	"20-24"	"STUDENT"	"UE"	"ENGLISH"	"DPC138"	"AA"	990	2023	""	"CONVERSATION"	30	8	"Conversation"
664	"PAKEHA"	"Woman"	"20-24"	"DIETETIC INTERN"	"B CAPS DEGREE"	"ENGLISH"	"DPC138"	"BC"	1033	2023	""	"CONVERSATION"	30	8	"Conversation"
